Identifier,Age,Schooling,Choice,Wage,Choice_t_1,Experience_Blue,Experience_Military,Experience_White
3592.0,25.0,12.0,Blue,14417.37,White,2.0,,4.0
,,,,,,2.0,,4.0
3593.0,16.0,10.0,Schooling,,,,,
3593.0,17.0,11.0,Schooling,,Schooling,,,
3593.0,18.0,12.0,White,10074.55,Schooling,,,1.0
3593.0,19.0,12.0,White,8551.706,White,,,2.0
3593.0,20.0,12.0,White,8769.611,White,,,3.0
3593.0,21.0,12.0,White,11552.64,White,,,4.0
3593.0,22.0,12.0,White,12624.63,White,,,5.0
3593.0,23.0,12.0,White,12187.2,White,,,6.0
,,,,,,,,6.0
,,,,,,,,6.0
,,,,,,,,6.0
3596.0,16.0,10.0,Schooling,,,,,
3596.0,17.0,11.0,Schooling,,Schooling,,,
3596.0,18.0,12.0,Blue,,Schooling,1.0,,
3596.0,19.0,12.0,Blue,11148.63,Blue,2.0,,
3596.0,20.0,12.0,Blue,11902.18,Blue,3.0,,
3596.0,21.0,12.0,Blue,13013.78,Blue,4.0,,
3596.0,22.0,12.0,Blue,13466.63,Blue,5.0,,
3596.0,23.0,12.0,Blue,19499.51,Blue,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
3599.0,16.0,10.0,Schooling,,,,,
3599.0,17.0,11.0,Schooling,,Schooling,,,
3599.0,18.0,12.0,Blue,,Schooling,1.0,,
3599.0,19.0,12.0,Blue,27951.7,Blue,2.0,,
3599.0,20.0,12.0,Blue,,Blue,3.0,,
3599.0,21.0,12.0,Home,,Blue,3.0,,
3599.0,22.0,12.0,Home,,Home,3.0,,
3599.0,23.0,12.0,White,16246.03,Home,3.0,,1.0
3599.0,24.0,12.0,Blue,,White,4.0,,1.0
,,,,,,4.0,,1.0
,,,,,,4.0,,1.0
3604.0,16.0,10.0,Schooling,,,,,
3604.0,17.0,11.0,Schooling,,Schooling,,,
3604.0,18.0,12.0,Blue,17773.28,Schooling,1.0,,
3604.0,19.0,12.0,Blue,13954.85,Blue,2.0,,
3604.0,20.0,12.0,Blue,11745.43,Blue,3.0,,
3604.0,21.0,12.0,Blue,12501.84,Blue,4.0,,
3604.0,22.0,12.0,Blue,13453.52,Blue,5.0,,
3604.0,23.0,12.0,Blue,,Blue,6.0,,
3604.0,24.0,12.0,Blue,,Blue,7.0,,
3604.0,25.0,12.0,Blue,17062.07,Blue,8.0,,
,,,,,,8.0,,
3612.0,16.0,10.0,Schooling,,,,,
3612.0,17.0,11.0,Schooling,,Schooling,,,
3612.0,18.0,12.0,Home,,Schooling,,,
3612.0,19.0,12.0,Home,,Home,,,
3612.0,20.0,12.0,Home,,Home,,,
3612.0,21.0,12.0,Military,4924.103,Home,,1.0,
3612.0,22.0,12.0,Blue,8328.811,Military,1.0,1.0,
3612.0,23.0,12.0,Home,,Blue,1.0,1.0,
3612.0,24.0,12.0,Home,,Home,1.0,1.0,
,,,,,,1.0,1.0,
,,,,,,1.0,1.0,
3615.0,16.0,10.0,Schooling,,,,,
3615.0,17.0,11.0,Schooling,,Schooling,,,
3615.0,18.0,12.0,White,3910.64,Schooling,,,1.0
3615.0,19.0,12.0,White,6638.262,White,,,2.0
3615.0,20.0,12.0,White,10212.02,White,,,3.0
3615.0,21.0,12.0,White,10237.12,White,,,4.0
3615.0,22.0,12.0,White,10406.76,White,,,5.0
3615.0,23.0,12.0,White,6103.457,White,,,6.0
3615.0,24.0,12.0,Blue,9803.438,White,1.0,,6.0
3615.0,25.0,12.0,Blue,13123.18,Blue,2.0,,6.0
,,,,,,2.0,,6.0
3616.0,16.0,10.0,Schooling,,,,,
3616.0,17.0,11.0,Home,,Schooling,,,
3616.0,18.0,11.0,Blue,4221.267,Home,1.0,,
3616.0,19.0,11.0,Blue,,Blue,2.0,,
3616.0,20.0,11.0,Blue,,Blue,3.0,,
3616.0,21.0,11.0,Blue,15735.6,Blue,4.0,,
3616.0,22.0,11.0,Blue,16763.85,Blue,5.0,,
3616.0,23.0,11.0,Blue,26675.41,Blue,6.0,,
3616.0,24.0,11.0,Home,,Blue,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
3619.0,16.0,10.0,Schooling,,,,,
3619.0,17.0,11.0,Schooling,,Schooling,,,
3619.0,18.0,12.0,Military,9920.53,Schooling,,1.0,
3619.0,19.0,12.0,Military,10075.78,Military,,2.0,
3619.0,20.0,12.0,Military,13122.25,Military,,3.0,
,,,,,,,3.0,
,,,,,,,3.0,
,,,,,,,3.0,
,,,,,,,3.0,
,,,,,,,3.0,
,,,,,,,3.0,
3620.0,16.0,10.0,Schooling,,,,,
3620.0,17.0,11.0,Schooling,,Schooling,,,
3620.0,18.0,12.0,Home,,Schooling,,,
3620.0,19.0,12.0,Blue,10442.61,Home,1.0,,
3620.0,20.0,12.0,Blue,9371.097,Blue,2.0,,
3620.0,21.0,12.0,Home,,Blue,2.0,,
3620.0,22.0,12.0,Blue,10282.85,Home,3.0,,
3620.0,23.0,12.0,Home,,Blue,3.0,,
3620.0,24.0,12.0,Home,,Home,3.0,,
3620.0,25.0,12.0,Blue,9749.753,Home,4.0,,
,,,,,,4.0,,
3623.0,16.0,10.0,Schooling,,,,,
3623.0,17.0,11.0,Schooling,,Schooling,,,
3623.0,18.0,12.0,Schooling,,Schooling,,,
3623.0,19.0,13.0,White,10785.9,Schooling,,,1.0
3623.0,20.0,13.0,Schooling,,White,,,1.0
3623.0,21.0,14.0,Schooling,,Schooling,,,1.0
3623.0,22.0,15.0,Schooling,,Schooling,,,1.0
3623.0,23.0,16.0,White,119568.0,Schooling,,,2.0
3623.0,24.0,16.0,Home,,White,,,2.0
3623.0,25.0,16.0,Blue,19684.75,Home,1.0,,2.0
,,,,,,1.0,,2.0
3632.0,16.0,9.0,Schooling,,,,,
3632.0,17.0,10.0,Home,,Schooling,,,
3632.0,18.0,10.0,Home,,Home,,,
3632.0,19.0,10.0,Blue,10666.02,Home,1.0,,
3632.0,20.0,10.0,Blue,14495.45,Blue,2.0,,
3632.0,21.0,10.0,Blue,15553.81,Blue,3.0,,
3632.0,22.0,10.0,Blue,12588.39,Blue,4.0,,
3632.0,23.0,10.0,Blue,13980.8,Blue,5.0,,
3632.0,24.0,10.0,Blue,15159.96,Blue,6.0,,
3632.0,25.0,10.0,Blue,14624.64,Blue,7.0,,
,,,,,,7.0,,
3634.0,16.0,9.0,Home,,,,,
3634.0,17.0,9.0,Home,,Home,,,
3634.0,18.0,9.0,Home,,Home,,,
3634.0,19.0,9.0,White,,Home,,,1.0
3634.0,20.0,9.0,Blue,,White,1.0,,1.0
3634.0,21.0,9.0,Blue,12140.11,Blue,2.0,,1.0
3634.0,22.0,9.0,Blue,13138.63,Blue,3.0,,1.0
3634.0,23.0,9.0,Blue,13777.31,Blue,4.0,,1.0
,,,,,,4.0,,1.0
,,,,,,4.0,,1.0
,,,,,,4.0,,1.0
3639.0,16.0,8.0,Schooling,,,,,
3639.0,17.0,9.0,Home,,Schooling,,,
3639.0,18.0,9.0,Home,,Home,,,
3639.0,19.0,9.0,Home,,Home,,,
3639.0,20.0,9.0,Home,,Home,,,
3639.0,21.0,9.0,Home,,Home,,,
3639.0,22.0,9.0,Home,,Home,,,
3639.0,23.0,9.0,Home,,Home,,,
3639.0,24.0,9.0,Home,,Home,,,
3639.0,25.0,9.0,White,14624.64,Home,,,1.0
,,,,,,,,1.0
3640.0,16.0,10.0,Schooling,,,,,
3640.0,17.0,11.0,Schooling,,Schooling,,,
3640.0,18.0,12.0,Home,,Schooling,,,
3640.0,19.0,12.0,Blue,7298.496,Home,1.0,,
3640.0,20.0,12.0,Home,,Blue,1.0,,
3640.0,21.0,12.0,Blue,9142.917,Home,2.0,,
3640.0,22.0,12.0,Blue,9333.03,Blue,3.0,,
3640.0,23.0,12.0,Blue,9749.753,Blue,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
3642.0,16.0,10.0,Schooling,,,,,
3642.0,17.0,11.0,Schooling,,Schooling,,,
3642.0,18.0,12.0,Home,,Schooling,,,
3642.0,19.0,12.0,Schooling,,Home,,,
3642.0,20.0,13.0,Schooling,,Schooling,,,
3642.0,21.0,14.0,Schooling,,Schooling,,,
3642.0,22.0,15.0,Schooling,,Schooling,,,
3642.0,23.0,16.0,White,18792.6,Schooling,,,1.0
3642.0,24.0,16.0,Home,,White,,,1.0
3642.0,25.0,16.0,Home,,Home,,,1.0
,,,,,,,,1.0
3644.0,16.0,10.0,Schooling,,,,,
3644.0,17.0,11.0,Home,,Schooling,,,
3644.0,18.0,11.0,White,,Home,,,1.0
3644.0,19.0,11.0,Military,8416.747,White,,1.0,1.0
3644.0,20.0,11.0,Military,8941.502,Military,,2.0,1.0
3644.0,21.0,11.0,Military,10994.15,Military,,3.0,1.0
3644.0,22.0,11.0,Military,11661.52,Military,,4.0,1.0
3644.0,23.0,11.0,Military,13717.58,Military,,5.0,1.0
,,,,,,,5.0,1.0
,,,,,,,5.0,1.0
,,,,,,,5.0,1.0
3656.0,16.0,10.0,Schooling,,,,,
3656.0,17.0,11.0,Schooling,,Schooling,,,
3656.0,18.0,12.0,Schooling,,Schooling,,,
3656.0,19.0,13.0,Schooling,,Schooling,,,
3656.0,20.0,14.0,Schooling,,Schooling,,,
3656.0,21.0,15.0,Schooling,,Schooling,,,
3656.0,22.0,16.0,Blue,3662.296,Schooling,1.0,,
3656.0,23.0,16.0,Home,,Blue,1.0,,
3656.0,24.0,16.0,Schooling,,Home,1.0,,
3656.0,25.0,17.0,Blue,7620.631,Schooling,2.0,,
,,,,,,2.0,,
3660.0,16.0,10.0,Schooling,,,,,
3660.0,17.0,11.0,Schooling,,Schooling,,,
3660.0,18.0,12.0,Home,,Schooling,,,
3660.0,19.0,12.0,Home,,Home,,,
3660.0,20.0,12.0,Home,,Home,,,
3660.0,21.0,12.0,Home,,Home,,,
3660.0,22.0,12.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
3670.0,16.0,10.0,Schooling,,,,,
3670.0,17.0,11.0,Schooling,,Schooling,,,
3670.0,18.0,12.0,Schooling,,Schooling,,,
3670.0,19.0,13.0,Schooling,,Schooling,,,
3670.0,20.0,14.0,Schooling,,Schooling,,,
3670.0,21.0,15.0,Schooling,,Schooling,,,
3670.0,22.0,16.0,Schooling,,Schooling,,,
3670.0,23.0,17.0,Schooling,,Schooling,,,
3670.0,24.0,18.0,Schooling,,Schooling,,,
3670.0,25.0,19.0,Schooling,,Schooling,,,
,,,,,,,,
3675.0,16.0,10.0,Schooling,,,,,
3675.0,17.0,11.0,Schooling,,Schooling,,,
3675.0,18.0,12.0,Schooling,,Schooling,,,
3675.0,19.0,13.0,Schooling,,Schooling,,,
3675.0,20.0,14.0,Schooling,,Schooling,,,
3675.0,21.0,15.0,Schooling,,Schooling,,,
3675.0,22.0,16.0,Home,,Schooling,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
3676.0,16.0,10.0,Schooling,,,,,
3676.0,17.0,11.0,Schooling,,Schooling,,,
3676.0,18.0,12.0,Schooling,,Schooling,,,
3676.0,19.0,13.0,Schooling,,Schooling,,,
3676.0,20.0,14.0,Blue,4699.714,Schooling,1.0,,
3676.0,21.0,14.0,Schooling,,Blue,1.0,,
3676.0,22.0,15.0,Schooling,,Schooling,1.0,,
3676.0,23.0,16.0,White,11967.63,Schooling,1.0,,1.0
3676.0,24.0,16.0,White,15957.26,White,1.0,,2.0
3676.0,25.0,16.0,White,21330.05,White,1.0,,3.0
3676.0,26.0,16.0,White,23889.35,White,1.0,,4.0
3680.0,16.0,10.0,Schooling,,,,,
3680.0,17.0,11.0,Schooling,,Schooling,,,
3680.0,18.0,12.0,Schooling,,Schooling,,,
3680.0,19.0,13.0,Home,,Schooling,,,
3680.0,20.0,13.0,Schooling,,Home,,,
3680.0,21.0,14.0,Home,,Schooling,,,
3680.0,22.0,14.0,Blue,4956.655,Home,1.0,,
3680.0,23.0,14.0,White,25883.16,Blue,1.0,,1.0
3680.0,24.0,14.0,White,38781.04,White,1.0,,2.0
,,,,,,1.0,,2.0
,,,,,,1.0,,2.0
3690.0,16.0,9.0,Schooling,,,,,
3690.0,17.0,10.0,Schooling,,Schooling,,,
3690.0,18.0,11.0,Schooling,,Schooling,,,
3690.0,19.0,12.0,Schooling,,Schooling,,,
3690.0,20.0,13.0,Schooling,,Schooling,,,
3690.0,21.0,14.0,Schooling,,Schooling,,,
3690.0,22.0,15.0,Schooling,,Schooling,,,
3690.0,23.0,16.0,Schooling,,Schooling,,,
3690.0,24.0,17.0,Schooling,,Schooling,,,
3690.0,25.0,18.0,Blue,17001.55,Schooling,1.0,,
3690.0,26.0,18.0,Home,,Blue,1.0,,
3693.0,16.0,9.0,Blue,11157.59,,1.0,,
3693.0,17.0,9.0,Blue,12450.37,Blue,2.0,,
3693.0,18.0,9.0,Blue,,Blue,3.0,,
3693.0,19.0,9.0,Blue,14246.16,Blue,4.0,,
3693.0,20.0,9.0,Blue,13992.62,Blue,5.0,,
3693.0,21.0,9.0,Blue,13947.53,Blue,6.0,,
3693.0,22.0,9.0,Blue,12749.88,Blue,7.0,,
3693.0,23.0,9.0,Blue,16111.83,Blue,8.0,,
3693.0,24.0,9.0,Blue,17545.46,Blue,9.0,,
,,,,,,9.0,,
,,,,,,9.0,,
3722.0,16.0,9.0,Schooling,,,,,
3722.0,17.0,10.0,Home,,Schooling,,,
3722.0,18.0,10.0,Military,9017.941,Home,,1.0,
3722.0,19.0,10.0,Military,10132.8,Military,,2.0,
3722.0,20.0,10.0,Military,12397.03,Military,,3.0,
3722.0,21.0,10.0,Military,16943.31,Military,,4.0,
3722.0,22.0,10.0,Military,,Military,,5.0,
3722.0,23.0,10.0,Military,,Military,,6.0,
3722.0,24.0,10.0,Military,,Military,,7.0,
,,,,,,,7.0,
,,,,,,,7.0,
3723.0,16.0,10.0,Home,,,,,
3723.0,17.0,10.0,Home,,Home,,,
3723.0,18.0,10.0,Home,,Home,,,
3723.0,19.0,10.0,Home,,Home,,,
3723.0,20.0,10.0,Home,,Home,,,
3723.0,21.0,10.0,Home,,Home,,,
3723.0,22.0,10.0,Blue,972.5101,Home,1.0,,
3723.0,23.0,10.0,Blue,6567.233,Blue,2.0,,
3723.0,24.0,10.0,Blue,6194.631,Blue,3.0,,
3723.0,25.0,10.0,Home,,Blue,3.0,,
3723.0,26.0,10.0,Blue,6016.521,Home,4.0,,
3724.0,16.0,10.0,Schooling,,,,,
3724.0,17.0,11.0,Home,,Schooling,,,
3724.0,18.0,11.0,Schooling,,Home,,,
3724.0,19.0,12.0,Home,,Schooling,,,
3724.0,20.0,12.0,Blue,,Home,1.0,,
3724.0,21.0,12.0,Blue,6560.811,Blue,2.0,,
3724.0,22.0,12.0,Blue,5351.807,Blue,3.0,,
3724.0,23.0,12.0,Blue,6427.18,Blue,4.0,,
3724.0,24.0,12.0,Blue,10183.78,Blue,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
3731.0,16.0,10.0,Home,,,,,
3731.0,17.0,10.0,Military,8765.991,Home,,1.0,
3731.0,18.0,10.0,Military,8642.82,Military,,2.0,
3731.0,19.0,10.0,Military,,Military,,3.0,
3731.0,20.0,10.0,Military,,Military,,4.0,
3731.0,21.0,10.0,Home,,Military,,4.0,
3731.0,22.0,10.0,White,,Home,,4.0,1.0
3731.0,23.0,10.0,Blue,7119.866,White,1.0,4.0,1.0
,,,,,,1.0,4.0,1.0
,,,,,,1.0,4.0,1.0
,,,,,,1.0,4.0,1.0
3732.0,16.0,10.0,Schooling,,,,,
3732.0,17.0,11.0,Blue,4975.889,Schooling,1.0,,
3732.0,18.0,11.0,Home,,Blue,1.0,,
3732.0,19.0,11.0,White,12486.21,Home,1.0,,1.0
3732.0,20.0,11.0,White,20817.03,White,1.0,,2.0
3732.0,21.0,11.0,White,22569.8,White,1.0,,3.0
3732.0,22.0,11.0,White,23716.55,White,1.0,,4.0
3732.0,23.0,11.0,White,20872.06,White,1.0,,5.0
,,,,,,1.0,,5.0
,,,,,,1.0,,5.0
,,,,,,1.0,,5.0
3733.0,16.0,9.0,Schooling,,,,,
3733.0,17.0,10.0,Schooling,,Schooling,,,
3733.0,18.0,11.0,Schooling,,Schooling,,,
3733.0,19.0,12.0,Home,,Schooling,,,
3733.0,20.0,12.0,Home,,Home,,,
3733.0,21.0,12.0,Home,,Home,,,
3733.0,22.0,12.0,Home,,Home,,,
3733.0,23.0,12.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
3742.0,16.0,8.0,Home,,,,,
3742.0,17.0,8.0,Home,,Home,,,
3742.0,18.0,8.0,Home,,Home,,,
3742.0,19.0,8.0,Home,,Home,,,
3742.0,20.0,8.0,Home,,Home,,,
3742.0,21.0,8.0,Home,,Home,,,
3742.0,22.0,8.0,Blue,,Home,1.0,,
3742.0,23.0,8.0,Home,,Blue,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
3743.0,16.0,11.0,Schooling,,,,,
3743.0,17.0,12.0,Schooling,,Schooling,,,
3743.0,18.0,13.0,Schooling,,Schooling,,,
3743.0,19.0,14.0,Schooling,,Schooling,,,
3743.0,20.0,15.0,Schooling,,Schooling,,,
3743.0,21.0,16.0,White,28633.06,Schooling,,,1.0
3743.0,22.0,16.0,White,30165.92,White,,,2.0
3743.0,23.0,16.0,White,30032.15,White,,,3.0
3743.0,24.0,16.0,White,37434.34,White,,,4.0
3743.0,25.0,16.0,White,40290.92,White,,,5.0
,,,,,,,,5.0
3747.0,16.0,10.0,Schooling,,,,,
3747.0,17.0,11.0,Schooling,,Schooling,,,
3747.0,18.0,12.0,Schooling,,Schooling,,,
3747.0,19.0,13.0,Schooling,,Schooling,,,
3747.0,20.0,14.0,White,18843.79,Schooling,,,1.0
3747.0,21.0,14.0,White,21345.27,White,,,2.0
3747.0,22.0,14.0,White,23014.55,White,,,3.0
3747.0,23.0,14.0,White,26432.25,White,,,4.0
3747.0,24.0,14.0,Home,,White,,,4.0
3747.0,25.0,14.0,White,24088.1,Home,,,5.0
3747.0,26.0,14.0,White,25300.61,White,,,6.0
3750.0,16.0,11.0,Schooling,,,,,
3750.0,17.0,12.0,White,10664.08,Schooling,,,1.0
3750.0,18.0,12.0,White,10596.79,White,,,2.0
3750.0,19.0,12.0,White,10111.99,White,,,3.0
3750.0,20.0,12.0,White,9699.32,White,,,4.0
3750.0,21.0,12.0,White,9978.239,White,,,5.0
3750.0,22.0,12.0,White,17277.69,White,,,6.0
3750.0,23.0,12.0,White,21221.26,White,,,7.0
3750.0,24.0,12.0,White,11840.1,White,,,8.0
,,,,,,,,8.0
,,,,,,,,8.0
3751.0,16.0,10.0,Home,,,,,
3751.0,17.0,10.0,Blue,5816.432,Home,1.0,,
3751.0,18.0,10.0,Blue,6075.39,Blue,2.0,,
3751.0,19.0,10.0,Blue,19890.1,Blue,3.0,,
3751.0,20.0,10.0,Blue,18668.63,Blue,4.0,,
3751.0,21.0,10.0,Home,,Blue,4.0,,
3751.0,22.0,10.0,Blue,18046.15,Home,5.0,,
3751.0,23.0,10.0,Blue,16259.86,Blue,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
3757.0,16.0,10.0,Schooling,,,,,
3757.0,17.0,11.0,Schooling,,Schooling,,,
3757.0,18.0,12.0,Schooling,,Schooling,,,
3757.0,19.0,13.0,Schooling,,Schooling,,,
3757.0,20.0,14.0,Schooling,,Schooling,,,
3757.0,21.0,15.0,Schooling,,Schooling,,,
3757.0,22.0,16.0,Schooling,,Schooling,,,
3757.0,23.0,17.0,Schooling,,Schooling,,,
3757.0,24.0,18.0,White,19409.49,Schooling,,,1.0
3757.0,25.0,18.0,White,27172.6,White,,,2.0
,,,,,,,,2.0
3760.0,16.0,11.0,Schooling,,,,,
3760.0,17.0,12.0,Blue,,Schooling,1.0,,
3760.0,18.0,12.0,Blue,8091.598,Blue,2.0,,
3760.0,19.0,12.0,Blue,,Blue,3.0,,
3760.0,20.0,12.0,Blue,9023.878,Blue,4.0,,
3760.0,21.0,12.0,Blue,,Blue,5.0,,
3760.0,22.0,12.0,Blue,,Blue,6.0,,
3760.0,23.0,12.0,Blue,15185.14,Blue,7.0,,
,,,,,,7.0,,
,,,,,,7.0,,
,,,,,,7.0,,
3761.0,16.0,10.0,Schooling,,,,,
3761.0,17.0,11.0,Schooling,,Schooling,,,
3761.0,18.0,12.0,Blue,,Schooling,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
3762.0,16.0,10.0,Schooling,,,,,
3762.0,17.0,11.0,Schooling,,Schooling,,,
3762.0,18.0,12.0,White,12443.58,Schooling,,,1.0
3762.0,19.0,12.0,White,11571.19,White,,,2.0
3762.0,20.0,12.0,White,11143.77,White,,,3.0
3762.0,21.0,12.0,White,12648.88,White,,,4.0
3762.0,22.0,12.0,White,15531.16,White,,,5.0
3762.0,23.0,12.0,White,17084.8,White,,,6.0
3762.0,24.0,12.0,White,14563.65,White,,,7.0
3762.0,25.0,12.0,White,14049.39,White,,,8.0
,,,,,,,,8.0
3763.0,16.0,10.0,Blue,20141.88,,1.0,,
3763.0,17.0,10.0,Blue,18337.92,Blue,2.0,,
3763.0,18.0,10.0,Blue,,Blue,3.0,,
3763.0,19.0,10.0,Blue,,Blue,4.0,,
3763.0,20.0,10.0,Home,,Blue,4.0,,
3763.0,21.0,10.0,Schooling,,Home,4.0,,
3763.0,22.0,11.0,Home,,Schooling,4.0,,
3763.0,23.0,11.0,Blue,62613.28,Home,5.0,,
3763.0,24.0,11.0,Home,,Blue,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
3765.0,16.0,10.0,Schooling,,,,,
3765.0,17.0,11.0,Schooling,,Schooling,,,
3765.0,18.0,12.0,White,,Schooling,,,1.0
3765.0,19.0,12.0,Blue,9368.701,White,1.0,,1.0
3765.0,20.0,12.0,Blue,,Blue,2.0,,1.0
3765.0,21.0,12.0,Blue,,Blue,3.0,,1.0
3765.0,22.0,12.0,Blue,20165.71,Blue,4.0,,1.0
3765.0,23.0,12.0,White,18344.81,Blue,4.0,,2.0
3765.0,24.0,12.0,Blue,19765.68,White,5.0,,2.0
,,,,,,5.0,,2.0
,,,,,,5.0,,2.0
3776.0,16.0,10.0,Schooling,,,,,
3776.0,17.0,11.0,Home,,Schooling,,,
3776.0,18.0,11.0,Home,,Home,,,
3776.0,19.0,11.0,Home,,Home,,,
3776.0,20.0,11.0,Home,,Home,,,
3776.0,21.0,11.0,Home,,Home,,,
3776.0,22.0,11.0,Home,,Home,,,
3776.0,23.0,11.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
3778.0,16.0,9.0,Schooling,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
3780.0,16.0,10.0,Schooling,,,,,
3780.0,17.0,11.0,Schooling,,Schooling,,,
3780.0,18.0,12.0,Blue,6918.899,Schooling,1.0,,
3780.0,19.0,12.0,Blue,6452.218,Blue,2.0,,
3780.0,20.0,12.0,Home,,Blue,2.0,,
3780.0,21.0,12.0,Blue,17324.94,Home,3.0,,
3780.0,22.0,12.0,Home,,Blue,3.0,,
3780.0,23.0,12.0,Home,,Home,3.0,,
,,,,,,3.0,,
,,,,,,3.0,,
,,,,,,3.0,,
3788.0,16.0,10.0,Home,,,,,
3788.0,17.0,10.0,Home,,Home,,,
3788.0,18.0,10.0,White,,Home,,,1.0
3788.0,19.0,10.0,Blue,14575.41,White,1.0,,1.0
3788.0,20.0,10.0,Blue,15227.08,Blue,2.0,,1.0
3788.0,21.0,10.0,Blue,15441.34,Blue,3.0,,1.0
3788.0,22.0,10.0,Home,,Blue,3.0,,1.0
,,,,,,3.0,,1.0
,,,,,,3.0,,1.0
,,,,,,3.0,,1.0
,,,,,,3.0,,1.0
3795.0,16.0,10.0,Schooling,,,,,
3795.0,17.0,11.0,Schooling,,Schooling,,,
3795.0,18.0,12.0,Home,,Schooling,,,
3795.0,19.0,12.0,Home,,Home,,,
3795.0,20.0,12.0,Schooling,,Home,,,
3795.0,21.0,13.0,White,10979.39,Schooling,,,1.0
3795.0,22.0,13.0,Blue,26179.63,White,1.0,,1.0
3795.0,23.0,13.0,White,13279.16,Blue,1.0,,2.0
,,,,,,1.0,,2.0
,,,,,,1.0,,2.0
,,,,,,1.0,,2.0
3805.0,16.0,10.0,Schooling,,,,,
3805.0,17.0,11.0,Schooling,,Schooling,,,
3805.0,18.0,12.0,Schooling,,Schooling,,,
3805.0,19.0,13.0,Schooling,,Schooling,,,
3805.0,20.0,14.0,Schooling,,Schooling,,,
3805.0,21.0,15.0,Schooling,,Schooling,,,
3805.0,22.0,16.0,White,10736.89,Schooling,,,1.0
3805.0,23.0,16.0,White,18010.83,White,,,2.0
3805.0,24.0,16.0,White,18743.92,White,,,3.0
,,,,,,,,3.0
,,,,,,,,3.0
3810.0,16.0,10.0,Schooling,,,,,
3810.0,17.0,11.0,Blue,10192.6,Schooling,1.0,,
3810.0,18.0,11.0,Blue,34231.07,Blue,2.0,,
3810.0,19.0,11.0,Schooling,,Blue,2.0,,
3810.0,20.0,12.0,Blue,21650.21,Schooling,3.0,,
3810.0,21.0,12.0,Blue,,Blue,4.0,,
3810.0,22.0,12.0,White,,Blue,4.0,,1.0
3810.0,23.0,12.0,Blue,,White,5.0,,1.0
3810.0,24.0,12.0,Blue,18714.77,Blue,6.0,,1.0
,,,,,,6.0,,1.0
,,,,,,6.0,,1.0
3811.0,16.0,10.0,Schooling,,,,,
3811.0,17.0,11.0,Schooling,,Schooling,,,
3811.0,18.0,12.0,Schooling,,Schooling,,,
3811.0,19.0,13.0,Schooling,,Schooling,,,
3811.0,20.0,14.0,Schooling,,Schooling,,,
3811.0,21.0,15.0,Schooling,,Schooling,,,
3811.0,22.0,16.0,Blue,14674.91,Schooling,1.0,,
3811.0,23.0,16.0,Blue,15559.75,Blue,2.0,,
3811.0,24.0,16.0,Blue,15089.68,Blue,3.0,,
3811.0,25.0,16.0,Blue,18743.92,Blue,4.0,,
,,,,,,4.0,,
3815.0,16.0,9.0,Schooling,,,,,
3815.0,17.0,10.0,Schooling,,Schooling,,,
3815.0,18.0,11.0,Schooling,,Schooling,,,
3815.0,19.0,12.0,Schooling,,Schooling,,,
3815.0,20.0,13.0,Schooling,,Schooling,,,
3815.0,21.0,14.0,Schooling,,Schooling,,,
3815.0,22.0,15.0,Schooling,,Schooling,,,
3815.0,23.0,16.0,White,22196.84,Schooling,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
3816.0,16.0,10.0,Schooling,,,,,
3816.0,17.0,11.0,Schooling,,Schooling,,,
3816.0,18.0,12.0,Schooling,,Schooling,,,
3816.0,19.0,13.0,Schooling,,Schooling,,,
3816.0,20.0,14.0,White,,Schooling,,,1.0
3816.0,21.0,14.0,Schooling,,White,,,1.0
3816.0,22.0,15.0,Schooling,,Schooling,,,1.0
3816.0,23.0,16.0,White,10705.07,Schooling,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
3830.0,16.0,10.0,Schooling,,,,,
3830.0,17.0,11.0,Schooling,,Schooling,,,
3830.0,18.0,12.0,Blue,9174.309,Schooling,1.0,,
3830.0,19.0,12.0,Blue,,Blue,2.0,,
3830.0,20.0,12.0,Home,,Blue,2.0,,
3830.0,21.0,12.0,Blue,8049.973,Home,3.0,,
